Код НО;Дата регистрации ККТ в НО;Адрес места установки;Регистрационный номер;Модель;Срок окончания действия ФН;Состояние;Заводской номер ККТ;Наименование ОФД;Заводской номер ФН;КПП;ККТ правопредшественника (1-да, 0-нет);ККТ используется при приеме денежных средств при реализации лотерейных билетов;ККТ используется при приеме ставок и выплате денежных средств в виде выигрыша;ККТ используется при осуществлении деятельности банковского платежного агента (субагента);ККТ входит в состав автоматического устройства для расчетов;ККТ используется для расчетов в информационно-телекоммуникационной сети «Интернет»;ККТ используется для развозной и (или) разносной торговли (оказания услуг, выполнения работ);ККТ применяется только при оказании услуг;ККТ используется при осуществлении деятельности платежного агента (субагента);ККТ используется при продаже подакцизных товаров;Наименование места установки ККТ;ККТ используется при осуществлении расчетов за маркированные товары
9965;01.02.2018 01:09:11;630032,РОССИЯ,54,Новосибирская область, ,Новосибирск г г.п., , ,Горский мкр элем. улично-дорожн.сети,,д. 63/1, , , ,;0001625968041030;РР-03Ф;15.10.2022 12:00:00;ККТ перерегистрирована;0074090014003741;Общество с ограниченной ответственностью «Эвотор ОФД»;9288000100025938;540201001;0;2;2;2;2;2;2;2;2;2;аптека;2
9965;01.02.2018 12:57:13;630133,РОССИЯ,54,Новосибирская область,город Новосибирск г.о., ,Новосибирск г, ,В.Высоцкого ул,,д. 39/5, , , ,;0001625847034650;РР-03Ф;18.10.2022 12:00:00;ККТ перерегистрирована;0209820014003747;Общество с ограниченной ответственностью «Эвотор ОФД»;9282440300935591;540201001;0;2;2;2;2;2;2;2;2;2;630133, г Новосибирск, ул В.Высоцкого, д 39/5, аптека;2
9965;01.02.2018 01:19:50;630056,РОССИЯ,54,Новосибирская область,город Новосибирск г.о., ,Новосибирск г, ,Ветлужская ул,,д. 18, , , ,;0001625806048190;РР-03Ф;21.10.2022 12:00:00;ККТ перерегистрирована;0287690014003750;Общество с ограниченной ответственностью «Эвотор ОФД»;9288000100023281;540201001;0;2;2;2;2;2;2;2;2;2;630056, г Новосибирск, ул Ветлужская, д 18, аптека;2
9965;26.01.2018 10:06:39;630032,РОССИЯ,54,Новосибирская область, ,Новосибирск г , , ,Котовского ул элем. улично-дорожн.сети,,д. 10, , , ,;0001625699034155;РР-03Ф;;ККТ снята с регистрации;0397240014003743;Общество с ограниченной ответственностью «Эвотор ОФД»;9282440300599342;540201001;0;2;2;2;2;2;2;2;2;2;630032, Новосибирск г, Котовского ул, 10  оптика;2
9965;01.02.2018 12:53:05;630017,РОССИЯ,54,Новосибирская область, ,Новосибирск г г.п., , ,Бориса Богаткова ул элем. улично-дорожн.сети,,д. 186, , , ,;0001625536042949;РР-03Ф;13.10.2022 12:00:00;ККТ перерегистрирована;0118370014003749;Общество с ограниченной ответственностью «Эвотор ОФД»;9288000100023422;540201001;0;2;2;2;2;2;2;2;2;2;аптека;2
9965;05.02.2018 02:02:53;630075,РОССИЯ,54,Новосибирская область, ,Новосибирск г , , ,Богдана Хмельницкого ул ,, 18, , , ,;0001625501029382;РР-03Ф;;ККТ снята с регистрации;0380110014003744;Общество с ограниченной ответственностью «ПЕТЕР-СЕРВИС Спецтехнологии»;9284000100203408;540201001;0;2;2;2;2;2;2;2;2;2;аптек;2
9965;01.02.2018 01:03:04;630110,РОССИЯ,54,Новосибирская область,город Новосибирск г.о., ,Новосибирск г, ,Богдана Хмельницкого ул,,д. 54, , , ,;0001625324007330;РР-03Ф;14.10.2022 12:00:00;ККТ перерегистрирована;0332050014003746;Общество с ограниченной ответственностью «Эвотор ОФД»;9288000100022631;540201001;0;2;2;2;2;2;2;2;2;2;630110, г Новосибирск, ул Богдана Хмельницкого, д 54, аптека;2
9965;01.02.2018 01:05:37;630049,РОССИЯ,54,Новосибирская область,город Новосибирск г.о., ,Новосибирск г, ,Красный пр-кт,,д. 186, , , ,;0001625265060774;РР-03Ф;26.10.2022 12:00:00;ККТ перерегистрирована;0194460014003748;Общество с ограниченной ответственностью «Эвотор ОФД»;9960440300684018;540201001;0;2;2;2;2;2;2;2;2;2;г Новосибирск, Красный пр-кт, д 186 аптека;2
9965;01.02.2018 01:13:11;630056,РОССИЯ,54,Новосибирская область,город Новосибирск г.о., ,Новосибирск г, ,40 лет Комсомола ул,,д. 8, , , ,;0001625166036024;РР-03Ф;21.10.2022 12:00:00;ККТ перерегистрирована;0282590014003745;Общество с ограниченной ответственностью «Эвотор ОФД»;9288000100022314;540201001;0;2;2;2;2;2;2;2;2;2;630056, г Новосибирск, ул 40 лет Комсомола, д 8, аптека;2
9965;19.01.2018 07:43:38;630049,РОССИЯ,54,Новосибирская область, ,Новосибирск г , , ,Красный пр-кт ,, 157/1, , , ,;0001625092032921;АТОЛ FPrint-22ПТК;;ККТ снята с регистрации;00106307359320;Общество с ограниченной ответственностью «Ярус»;8710000101794146;540201001;0;2;2;2;2;2;2;2;2;2;аптека;2
9965;19.01.2018 04:51:59;630091,РОССИЯ,54,Новосибирская область, ,Новосибирск г , , ,Крылова ул ,, 11, , , ,;0001615122009988;РР-03Ф;;ККТ снята с регистрации;0408840014002215;Общество с ограниченной ответственностью «ПЕТЕР-СЕРВИС Спецтехнологии»;9284000100203479;540201001;0;2;2;2;2;2;2;2;2;2;аптека;2
9965;17.01.2018 07:18:17;630119,РОССИЯ,54,Новосибирская область,город Новосибирск г.о., ,Новосибирск г, ,Зорге ул,,д. 179, , , ,;0001615103003290;РР-03Ф;19.10.2022 12:00:00;ККТ перерегистрирована;0506980014002159;Общество с ограниченной ответственностью «Эвотор ОФД»;9282440300935286;540201001;0;2;2;2;2;2;2;2;2;2;630019 г Новосибирск, ул Зорге, д 179 аптека;2
9965;17.01.2018 09:24:32;630088,РОССИЯ,54,Новосибирская область,город Новосибирск г.о., ,Новосибирск г, ,Петухова ул,,д. 73, , , ,;0001615094003963;РР-03Ф;;ККТ снята с регистрации;0281780014002151;Общество с ограниченной ответственностью «Эвотор ОФД»;9288000100024891;540201001;0;2;2;2;2;2;2;2;2;2;630088, Новосибирск г, Петухова ул, 73, аптека;2
9965;17.01.2018 10:14:50;630066,РОССИЯ,54,Новосибирская область,город Новосибирск г.о., ,Новосибирск г, ,Комсомольская ул,,д. 12, , , ,;0001615064009938;РР-03Ф;21.10.2022 12:00:00;ККТ перерегистрирована;0564110014002214;Общество с ограниченной ответственностью «Эвотор ОФД»;9280440300833608;540201001;0;2;2;2;2;2;2;2;2;2;630066, г Новосибирск, ул Комсомольская, д 12, аптека;2
9965;17.01.2018 09:23:36;630015,РОССИЯ,54,Новосибирская область,город Новосибирск г.о., ,Новосибирск г, ,Дзержинского пр-кт,,д. 61, , , ,;0001614927034626;РР-03Ф;12.10.2022 12:00:00;ККТ перерегистрирована;0431320014002069;Общество с ограниченной ответственностью «Эвотор ОФД»;9282440300935636;540201001;0;2;2;2;2;2;2;2;2;2;аптека;2
9965;17.01.2018 09:41:30;630117,РОССИЯ,54,Новосибирская область,город Новосибирск г.о., ,Новосибирск г, ,Демакова ул,,д. 1, , , ,;0001614685061256;РР-03Ф;17.03.2023 12:00:00;ККТ перерегистрирована;0510200014003036;Общество с ограниченной ответственностью «Эвотор ОФД»;9960440300686153;540201001;0;2;2;2;2;2;2;2;2;2;630117, г Новосибирск, ул Демакова, д 1, аптека;2
9965;30.12.2017 05:52:29;630088,РОССИЯ,54,Новосибирская область,город Новосибирск г.о., ,Новосибирск г, ,Громова ул,,д. 7, , , ,;0001606383053399;РР-03Ф;19.10.2022 12:00:00;ККТ перерегистрирована;0366480014002192;Общество с ограниченной ответственностью «Эвотор ОФД»;9288000100028222;540201001;0;2;2;2;2;2;2;2;2;2;630088, г Новосибирск, ул Громова, д 7, аптека;2
9965;29.12.2017 12:24:32;630005,РОССИЯ,54,Новосибирская область,город Новосибирск г.о., ,Новосибирск г, ,Гоголя ул,,д. 13, , , ,;0001605279007591;РР-03Ф;12.10.2022 12:00:00;ККТ перерегистрирована;0023590014002070;Общество с ограниченной ответственностью «Эвотор ОФД»;9282440300935291;540201001;0;2;2;2;2;2;2;2;2;2;630005, г. Новосирск, ул. Гоголя, д.13, аптека;2
9965;28.12.2017 09:25:18;630075,РОССИЯ,54,Новосибирская область,город Новосибирск м.р-н., ,Новосибирск г, ,Богдана Хмельницкого ул,,д. 4, , , ,;0001596482036234;РР-03Ф;15.10.2022 12:00:00;ККТ перерегистрирована;0423750014000031;Общество с ограниченной ответственностью «Эвотор ОФД»;9282000100055936;540201001;0;2;2;2;2;2;2;2;2;2;Новосибирск, ул Богдана Хмельницкого, д 4;2
9965;28.12.2017 01:13:35;630001,РОССИЯ,54,Новосибирская область,город Новосибирск г.о., ,Новосибирск г, ,Владимировская ул,,д. 26/1, , , ,;0001596460039772;РР-03Ф;26.10.2022 12:00:00;ККТ перерегистрирована;0433550014000043;Общество с ограниченной ответственностью «Эвотор ОФД»;9282440300935484;540201001;0;2;2;2;2;2;2;2;2;2;630001, г Новосибирск, ул Владимировская, д 26/1, аптека;2
9965;28.12.2017 09:10:02;630082,РОССИЯ,54,Новосибирская область,город Новосибирск г.о., ,Новосибирск г, ,Дуси Ковальчук ул,,д. 248, , , ,;0001596323033056;РР-03Ф;08.10.2022 12:00:00;ККТ перерегистрирована;0491980014000054;Общество с ограниченной ответственностью «Эвотор ОФД»;9282440300935189;540201001;0;2;2;2;2;2;2;2;2;2;Новосибирск, ул Дуси Ковальчук, д 248 аптека;2
9965;28.12.2017 09:10:44;630061,РОССИЯ,54,Новосибирская область,город Новосибирск г.о., ,Новосибирск г, ,Тюленина ул,,зд. 14/1, , , ,;0001596297060137;РР-03Ф;14.10.2022 12:00:00;ККТ перерегистрирована;0180240014002061;Общество с ограниченной ответственностью «Эвотор ОФД»;9282440300623873;540201001;0;2;2;2;2;2;2;2;2;2;630031,г Новосибирск, ул Тюленина, зд 14/1, аптека;2
9965;28.12.2017 09:01:14;630091,РОССИЯ,54,Новосибирская область,город Новосибирск г.о., ,Новосибирск г, ,Крылова ул,,д. 27, , , ,;0001596255065340;РР-03Ф;12.10.2022 12:00:00;ККТ перерегистрирована;0608610014002158;Общество с ограниченной ответственностью «Эвотор ОФД»;9288000100011818;540201001;0;2;2;2;2;2;2;2;2;2;630091, г. Новосибирс, ул.Крылова, д.27, каптека;2
9965;28.12.2017 09:08:09;630005,РОССИЯ,54,Новосибирская область, ,Новосибирск г , , ,Гоголя ул ,, 38, , , ,;0001596234057182;РР-03Ф;;ККТ снята с регистрации;0319300014000046;Общество с ограниченной ответственностью «ПЕТЕР-СЕРВИС Спецтехнологии»;9282000100025104;540201001;0;2;2;2;2;2;2;2;2;2;аптека;2
9965;28.12.2017 09:09:02;630089,РОССИЯ,54,Новосибирская область, ,Новосибирск г г.п., , ,Бориса Богаткова ул элем. улично-дорожн.сети,,д. 239, , , ,;0001596158016365;РР-03Ф;13.10.2022 12:00:00;ККТ перерегистрирована;0443040014000057;Общество с ограниченной ответственностью «Эвотор ОФД»;9288000100022669;540201001;0;2;2;2;2;2;2;2;2;2;аптека;2
9965;28.12.2017 12:03:13;630039,РОССИЯ,54,Новосибирская область, ,Новосибирск г , , ,Гусинобродское ш элем. улично-дорожн.сети,,д. д 64, , , ,;0001593874005848;РР-03Ф;;ККТ снята с регистрации;0196940014000030;Общество с ограниченной ответственностью «Эвотор ОФД»;9289000100267865;540201001;0;2;2;2;2;2;2;2;2;2;аптека;2
9965;28.12.2017 12:01:34;630083,РОССИЯ,54,Новосибирская область,город Новосибирск г.о., ,Новосибирск г, ,Большевистская ул,,д. 52/1, , , ,;0001593749042885;РР-03Ф;;ККТ снята с регистрации;0524780014003273;Общество с ограниченной ответственностью «Эвотор ОФД»;9282440300935140;540201001;0;2;2;2;2;2;2;2;2;2;г Новосибирск, ул Большевистская, д 52/1 аптека;2
9965;28.12.2017 09:29:07;630108,РОССИЯ,54,Новосибирская область, ,Новосибирск г , , ,Энергетиков проезд элем. улично-дорожн.сети,,д. 9, , , ,;0001593695059133;РР-03Ф;;ККТ снята с регистрации;0636780014003275;Общество с ограниченной ответственностью «Эвотор ОФД»;9288000100022282;540201001;0;2;2;2;2;2;2;2;2;2;аптека;2
9965;28.12.2017 09:27:54;630045,РОССИЯ,54,Новосибирская область, ,Новосибирск г , , ,Кирзаводская ул элем. улично-дорожн.сети,,д. 1А, , , ,;0001593577009805;РР-03Ф;;ККТ снята с регистрации;0594280014003279;Общество с ограниченной ответственностью «Эвотор ОФД»;9282440300935141;540201001;0;2;2;2;2;2;2;2;2;2;аптека;2
9965;28.12.2017 09:26:32;630088,РОССИЯ,54,Новосибирская область,город Новосибирск г.о., ,Новосибирск г, ,Петухова ул,,д. 73, , , ,;0001593505063212;РР-03Ф;;ККТ снята с регистрации;0248970014003272;Общество с ограниченной ответственностью «Эвотор ОФД»;9288000100022323;540201001;0;2;2;2;2;2;2;2;2;2;630088, г Новосибирск, ул Петухова, д 73, аптека;2
9965;28.12.2017 12:00:02;630061,РОССИЯ,54,Новосибирская область,город Новосибирск г.о., ,Новосибирск г, ,Мясниковой ул,,д. 29, , , ,;0001593145037189;РР-03Ф;;ККТ снята с регистрации;0571360014002994;Общество с ограниченной ответственностью «Эвотор ОФД»;9282440300623874;540201001;0;2;2;2;2;2;2;2;2;2;530031, г Новосибирск, ул Мясниковой, д 29, аптека;2
9965;28.12.2017 12:31:20;630005,РОССИЯ,54,Новосибирская область,город Новосибирск г.о., ,Новосибирск г, ,Гоголя ул,,д. 13, , , ,;0001592858013525;РР-03Ф;12.10.2022 12:00:00;ККТ перерегистрирована;0566170014003274;Общество с ограниченной ответственностью «Эвотор ОФД»;9282440300935184;540201001;0;2;2;2;2;2;2;2;2;2;630005, г. Новосибирск, ул. Гоголя, д.13, аптека;2
9965;21.12.2017 10:42:24;630073,РОССИЯ,54,Новосибирская область, ,Новосибирск г , , ,Карла Маркса пр-кт элем. улично-дорожн.сети,,д. 5, , , ,;0001586735043577;АТОЛ FPrint-22ПТК;;ККТ снята с регистрации;00106307353773;Общество с ограниченной ответственностью «Эвотор ОФД»;9280440300477608;540201001;0;2;2;2;2;2;2;2;2;2;г Новосибирск, пр-кт Карла Маркса, д 5;2
9965;21.12.2017 06:11:19;,РОССИЯ,54,Новосибирская область, ,Новосибирск г г.п., , ,им Карла Маркса пл элем. улично-дорожн.сети,,д. 5, , , ,;0001586030053325;АТОЛ FPrint-22ПТК;30.09.2022 12:00:00;ККТ перерегистрирована;00106307358029;Общество с ограниченной ответственностью «Эвотор ОФД»;9282440300935054;540201001;0;2;2;2;2;2;2;2;2;2;аптека;2
9965;28.12.2017 09:13:32;630048,РОССИЯ,54,Новосибирская область, ,Новосибирск г г.п., , ,Титова ул элем. улично-дорожн.сети,,д. 1, , , ,;0001578958057009;АТОЛ FPrint-22ПТК;30.09.2022 12:00:00;ККТ перерегистрирована;00106301990148;Общество с ограниченной ответственностью «Эвотор ОФД»;9282440300935049;540201001;0;2;2;2;2;2;2;2;2;2;г Новосибирск, ул Титова, д 1, аптека;2
9965;28.12.2017 09:12:14;630088,РОССИЯ,54,Новосибирская область,город Новосибирск г.о., ,Новосибирск г, ,Громова ул,,д. 7, , , ,;0001578936001382;АТОЛ FPrint-22ПТК;19.10.2022 12:00:00;ККТ перерегистрирована;00106308402930;Общество с ограниченной ответственностью «Эвотор ОФД»;9288000100023113;540201001;0;2;2;2;2;2;2;2;2;2;630088, г Новосибирск, ул Громова, д 7, аптека;2
9965;28.12.2017 09:21:57;630088,РОССИЯ,54,Новосибирская область, ,Новосибирск г , , ,Громова ул ,, 7, , , ,;0001578929051520;АТОЛ FPrint-22ПТК;;ККТ снята с регистрации;00106308637915;Общество с ограниченной ответственностью «ПЕТЕР-СЕРВИС Спецтехнологии»;8710000101820055;540201001;0;2;2;2;2;2;2;2;2;2;Торговый зал;2
9965;28.12.2017 09:17:22;,РОССИЯ,54,Новосибирская область, ,Новосибирск г г.п., , ,Титова ул элем. улично-дорожн.сети,,д. 1, , , ,;0001578923035724;АТОЛ FPrint-22ПТК;22.09.2022 12:00:00;ККТ перерегистрирована;00106308681120;Общество с ограниченной ответственностью «Эвотор ОФД»;9282440300935586;540201001;0;2;2;2;2;2;2;2;2;2;Торговый зал;2
9965;21.12.2017 05:58:18;630078,РОССИЯ,54,Новосибирская область, ,Новосибирск г г.п., , ,им Карла Маркса пл элем. улично-дорожн.сети,,д. 5, , , ,;0001578918027165;АТОЛ FPrint-22ПТК;30.09.2022 12:00:00;ККТ перерегистрирована;00106307352821;Общество с ограниченной ответственностью «Эвотор ОФД»;9282440300935048;540201001;0;2;2;2;2;2;2;2;2;2;Торговый зал;2
9965;10.01.2018 12:02:01;,РОССИЯ,54,Новосибирская область, ,Новосибирск г г.п., , ,Красный пр-кт элем. улично-дорожн.сети,,д. 157/1, , , ,;0001578917040529;АТОЛ FPrint-22ПТК;07.09.2022 12:00:00;ККТ перерегистрирована;00106308588426;Общество с ограниченной ответственностью «Эвотор ОФД»;9282440300623677;540201001;0;2;2;2;2;2;2;2;2;2;Торговый зал;2
9965;10.01.2018 12:03:30;630049,РОССИЯ,54,Новосибирская область, ,Новосибирск г , , ,Красный пр-кт ,, 157/1, , , ,;0001578914029159;АТОЛ FPrint-22ПТК;;ККТ снята с регистрации;00106307359588;Общество с ограниченной ответственностью «Ярус»;8712000100040520;540201001;0;2;2;2;2;2;2;2;2;2;Торговый зал;2
9965;10.01.2018 11:01:39;630001,РОССИЯ,54,Новосибирская область,город Новосибирск м.р-н., ,Новосибирск г, ,Дуси Ковальчук ул,,д. 75/3, , , ,;0001578906004926;АТОЛ FPrint-22ПТК;04.03.2023 12:00:00;ККТ перерегистрирована;00106308606663;Общество с ограниченной ответственностью «Эвотор ОФД»;9960440300685746;540201001;0;2;2;2;2;2;2;2;2;2;630001 г Новосибирск, ул Дуси Ковальчук, д 75/3 Торговый зал;2
9965;10.01.2018 11:04:22;630099,РОССИЯ,54,Новосибирская область, ,Новосибирск г г.п., , ,Красный пр-кт элем. улично-дорожн.сети,,д. 30, , , ,;0001578900018013;АТОЛ FPrint-22ПТК;31.08.2022 12:00:00;ККТ перерегистрирована;00106308649772;Общество с ограниченной ответственностью «Эвотор ОФД»;9282440300934856;540201001;0;2;2;2;2;2;2;2;2;2;Торговый зал;2
9965;10.01.2018 11:10:09;630099,РОССИЯ,54,Новосибирская область, ,Новосибирск г г.п., , ,Красный пр-кт элем. улично-дорожн.сети,,д. 30, , , ,;0001578895028543;АТОЛ FPrint-22ПТК;31.08.2022 12:00:00;ККТ перерегистрирована;00106308649705;Общество с ограниченной ответственностью «Эвотор ОФД»;9282440300934906;540201001;0;2;2;2;2;2;2;2;2;2;Торговый зал;2
9965;11.07.2018 08:15:13;630056,РОССИЯ,54,Новосибирская область, ,Новосибирск г г.п., , ,Ветлужская ул элем. улично-дорожн.сети,,д. 18, , , ,;0002495070005665;РР-03Ф;16.05.2023 12:00:00;ККТ перерегистрирована;0098240014002064;Общество с ограниченной ответственностью «Эвотор ОФД»;9960440300686203;540201001;0;2;2;2;2;2;2;2;2;2;аптека;2
9965;07.02.2020 05:51:51;654006,РОССИЯ,42,Кемеровская область - Кузбасс, ,Новокузнецк г г.п.,Центральный р-н н.п., ,Доз ул элем. улично-дорожн.сети,,д. 10А, , , ,;0004338336015503;РИТЕЙЛ-01Ф;01.09.2022 12:00:00;ККТ перерегистрирована;0611200012146709;Общество с ограниченной ответственностью «Эвотор ОФД»;9282440300935538;540201001;0;2;2;2;2;2;2;2;2;2;г Новокузнецк, р-н Центральный, ул Доз, д 10А Аптека;2
9965;20.12.2019 10:47:26;630129,РОССИЯ,54,Новосибирская область, ,Новосибирск г , , ,Мясниковой ул элем. улично-дорожн.сети,,д. 29, , , ,;0004253392062837;РР-03Ф;;ККТ снята с регистрации;0519970014003448;Общество с ограниченной ответственностью «Эвотор ОФД»;9282440300935685;540201001;0;2;2;2;2;2;2;2;2;2;г Новосибирск, ул Мясниковой, д 29 аптека;2
9965;13.12.2019 01:54:19;630056,РОССИЯ,54,Новосибирская область, ,Новосибирск г г.п., , ,40 лет Комсомола ул элем. улично-дорожн.сети,,д. 8, , , ,;0004231430038953;РР-03Ф;25.06.2022 12:00:00;ККТ перерегистрирована;0046850014001918;Общество с ограниченной ответственностью «Эвотор ОФД»;9280440300836792;540201001;0;2;2;2;2;2;2;2;2;2;г Новосибирск, ул 40 лет Комсомола, д 8 аптека;2
9965;09.12.2019 07:37:04;630046,РОССИЯ,54,Новосибирская область, ,Новосибирск г г.п., , ,Физкультурная ул элем. улично-дорожн.сети,,д. 5, , , ,;0004213318063442;РР-03Ф;25.06.2022 12:00:00;ККТ перерегистрирована;0175940014001915;Общество с ограниченной ответственностью «Эвотор ОФД»;9280440300837805;540201001;0;2;2;2;2;2;2;2;2;2;г Новосибирск, ул Физкультурная, д 5 оптика;2
9965;29.11.2019 10:42:37;654066,РОССИЯ,42,Кемеровская область - Кузбасс, ,Новокузнецк г ,Куйбышевский р-н н.п., ,Транспортная ул элем. улично-дорожн.сети,,д. 136, , , ,;0004189834042297;РР-03Ф;;ККТ снята с регистрации;0443870014002067;Общество с ограниченной ответственностью «Эвотор ОФД»;9280440300795453;540201001;0;2;2;2;2;2;2;2;2;2;Кемеровская область - Кузбасс, г Новокузнецк, р-н Куйбышевский, ул Транспортная, д 136;2
9965;25.09.2019 08:44:30;632720,РОССИЯ,54,Новосибирская область,Чистоозерный р-н м.р-н., ,Чистоозерное рп н.п., ,Дзержинского ул элем. улично-дорожн.сети,,д. 24А, , , ,;0004025875052071;РР-03Ф;12.04.2022 12:00:00;ККТ перерегистрирована;0332510014003277;Общество с ограниченной ответственностью «Эвотор ОФД»;9280440300834743;540201001;0;2;2;2;2;2;2;2;2;2;аптека;2
9965;13.12.2018 06:02:02;630087,РОССИЯ,54,Новосибирская область,город Новосибирск г.о., ,Новосибирск г, ,Карла Маркса пр-кт,,д. 22, , , ,;0002842253042499;РИТЕЙЛ-01Ф;19.10.2022 12:00:00;ККТ перерегистрирована;0562750012131162;Общество с ограниченной ответственностью «Эвотор ОФД»;9960440300684522;540201001;0;2;2;2;2;2;2;2;2;2;630087, г Новосибирск, пр-кт Карла Маркса, д 22, аптека;2
9965;10.07.2019 07:22:19;652877,РОССИЯ,42,Кемеровская область - Кузбасс, ,Междуреченск г г.п., , ,Строителей пр-кт элем. улично-дорожн.сети,,д. 14, , , ,;0002756041050255;РИТЕЙЛ-01Ф;31.08.2022 12:00:00;ККТ перерегистрирована;0170790012129813;Общество с ограниченной ответственностью «Эвотор ОФД»;9282440300936072;540201001;0;2;2;2;2;2;2;2;2;2;аптека;2
9965;15.10.2018 01:29:22;630099,РОССИЯ,54,Новосибирская область, ,Новосибирск г , , ,Депутатская ул ,, 46, , , ,;0002703956006046;ШТРИХ-ЛАЙТ-01Ф;;ККТ снята с регистрации;0181630007012633;Общество с ограниченной ответственностью «ПЕТЕР-СЕРВИС Спецтехнологии»;9282000100025735;540201001;0;2;2;2;2;2;2;2;2;2;аптека;2
9965;28.05.2018 12:35:37;660125,РОССИЯ,24,Красноярский край,город Красноярск м.р-н., ,Красноярск г, ,9 Мая ул,,зд. 77, , , ,;0001802511027361;РИТЕЙЛ-01Ф;16.03.2022 12:00:00;ККТ перерегистрирована;0469270012131121;Общество с ограниченной ответственностью «Эвотор ОФД»;9282440300936312;540201001;0;2;2;2;2;2;2;2;2;2;660125 г Красноярск, ул 9 Мая, д 77 аптека;2
9965;21.03.2018 04:54:21;630008,РОССИЯ,54,Новосибирская область, ,Новосибирск г , , ,Гурьевская ул ,, 64, , , ,;0001709824035594;ШТРИХ-ЛАЙТ-01Ф;;ККТ снята с регистрации;0572620007012635;Общество с ограниченной ответственностью «ПЕТЕР-СЕРВИС Спецтехнологии»;9284000100262885;540201001;0;2;2;2;2;2;2;2;2;2;аптека;2
9965;06.03.2018 08:48:53;652700,РОССИЯ,42,Кемеровская область - Кузбасс, ,Киселевск г г.п., , ,Ленина ул элем. улично-дорожн.сети,,д. 38, , , ,;0001686026062975;РР-03Ф;04.11.2022 12:00:00;ККТ перерегистрирована;0214520014002968;Общество с ограниченной ответственностью «Эвотор ОФД»;9280440300833750;540201001;0;2;2;2;2;2;2;2;2;2;аптека;2
9965;06.03.2018 07:04:07;630089,РОССИЯ,54,Новосибирская область, ,Новосибирск г г.п., , ,Бориса Богаткова ул элем. улично-дорожн.сети,,д. 239, , , ,;0001673871064759;РР-03Ф;25.03.2023 12:00:00;ККТ перерегистрирована;0143430014003300;Общество с ограниченной ответственностью «Эвотор ОФД»;9960440300685213;540201001;0;2;2;2;2;2;2;2;2;2;аптека;2
9965;15.02.2018 06:33:56;632951,РОССИЯ,54,Новосибирская область,Здвинский р-н , ,Здвинск с , ,Мира ул ,, 11, , , ,;0001658353041974;РР-03Ф;;ККТ снята с регистрации;0332510014003277;Общество с ограниченной ответственностью «ПЕТЕР-СЕРВИС Спецтехнологии»;9286000100036552;540201001;0;2;2;2;2;2;2;2;2;2;аптека;2
9965;;630046,РОССИЯ,54,Новосибирская область, ,Новосибирск г , , ,Физкультурная ул ,, 5, , , ,;0001628699042373;РР-03Ф;;Отказ по заявлению;0532830014003442;Общество с ограниченной ответственностью "Ярус";8710000101795252;540201001;0;2;2;2;2;2;2;2;2;2;аптека;
9965;06.02.2018 05:09:01;630047,РОССИЯ,54,Новосибирская область,город Новосибирск г.о., ,Новосибирск г, ,Новая ул,,д. 24, , , ,;0001628009046094;РР-03Ф;14.10.2022 12:00:00;ККТ перерегистрирована;0490290014002647;Общество с ограниченной ответственностью «Эвотор ОФД»;9288000100022433;540201001;0;2;2;2;2;2;2;2;2;2;630047, г Новосибирск, ул Новая, д 24, аптека;2
9965;01.02.2018 12:50:19;630111,РОССИЯ,54,Новосибирская область, ,Новосибирск г , , ,Кропоткина ул ,, 130/7, , , ,;0001627674031144;РР-03Ф;;ККТ снята с регистрации;0379760014003446;Общество с ограниченной ответственностью «ПЕТЕР-СЕРВИС Спецтехнологии»;8710000101795308;540201001;0;2;2;2;2;2;2;2;2;2;аптека;2
9965;01.02.2018 12:52:00;630005,РОССИЯ,54,Новосибирская область, ,Новосибирск г г.п., , ,Гоголя ул элем. улично-дорожн.сети,,д. 27, , , ,;0001625901062160;РР-03Ф;12.10.2022 12:00:00;ККТ перерегистрирована;0102850014003742;Общество с ограниченной ответственностью «Эвотор ОФД»;9282440300935288;540201001;0;2;2;2;2;2;2;2;2;2;аптека;2
9965;28.12.2017 09:03:51;630108,РОССИЯ,54,Новосибирская область,город Новосибирск м.р-н., ,Новосибирск г, ,Станиславского ул,,д. 6, , , ,;0001596194029227;РР-03Ф;;ККТ снята с регистрации;0388250014000058;Общество с ограниченной ответственностью «Эвотор ОФД»;9280440300387841;540201001;0;2;2;2;2;2;2;2;2;2;630108, г Новосибирск, ул Станиславского, д 6, аптека;2
9965;29.03.2018 10:23:08;630108,РОССИЯ,54,Новосибирская область, ,Новосибирск г , , ,Станиславского ул элем. улично-дорожн.сети,,д. 6, , , ,;0001730409020202;ШТРИХ-ЛАЙТ-01Ф;;ККТ снята с регистрации;0582640007012640;Общество с ограниченной ответственностью «ПЕТЕР-СЕРВИС Спецтехнологии»;9282000100025270;540201001;0;2;2;2;2;2;2;2;2;2;аптека;2
9965;29.03.2018 09:59:52;632491,РОССИЯ,54,Новосибирская область,Кочковский м.р-н.,Кочковский сельсовет г.п.,Кочки с, ,Некрасова ул,,д. 4, , , ,;0001728337062370;РР-03Ф;27.04.2023 12:00:00;ККТ перерегистрирована;0563100014002970;Общество с ограниченной ответственностью «Эвотор ОФД»;9960440300685790;540201001;0;2;2;2;2;2;2;2;2;2;632491 Новосибирская обл, село Кочки, ул Некрасова, д 4 аптека;2
